,X,Y
1,1420,477
2,1978,1875
3,1984,2487
4,1645,2394
5,2495,299
6,2387,1082
7,2154,1554
8,782,1532
9,1128,1562
10,596,962
11,2983,2028
12,2977,2628
13,3361,2622
14,3096,1324
15,3262,1736
16,4160,1986
17,3762,2202
18,4808,1708
19,3474,526
20,3808,1378
21,5503,2526
22,5653,3342
23,5785,3942
24,3038,3231
25,3604,3537
26,4388,2615
27,4601,5201
28,4422,4801
29,4941,3874
30,4224,4620
31,5740,5416
32,4945,4516
33,5352,5177
34,1647,3252
35,1302,3771
36,2262,4128
37,927,3890
38,2026,4569
39,1647,4281
40,1809,4868
41,3087,4094
42,1636,5676
43,1198,5600
44,970,4922
45,1496,5184
46,2784,5608
47,2476,5080
48,2759,4747
49,3332,4802
50,3294,5312
51,3726,5309
52,4931,6563
53,5117,6117
54,4521,5855
55,2946,6882
56,2954,7248
57,3638,6366
58,3238,6506
59,2158,6982
60,4345,7776
61,3455,7228
62,639,6023
63,585,6547
64,1149,6717
65,1045,7233
66,1019,7815
67,1639,8349
68,545,7881
69,359,7995
70,2403,7674
71,2478,8196
72,2333,8813
73,3512,9089
74,1612,9992
75,1398,9426
76,874,9658
77,498,8800
78,1132,8952
79,1486,9002
80,664,10255
81,1315,10309
82,1033,10413
83,1569,10750
84,1608,11010
85,1359,11326
86,890,11123
87,6244,6114
88,5353,6888
89,2071,11694
90,1885,11418
91,2245,10731
92,462,10584
93,285,9666
94,2583,3684
95,3477,3921
96,1920,3609
97,3786,4596
98,5031,5910
99,2457,7119
100,777,7080
101,2484,5766
102,1935,5817
103,2679,6327
104,2838,8358
105,1935,9633
106,1321,9167
107,1713,9389
