 ,X,Y
1,2638,1558
2,2898,1527
3,3136,1628
4,3812,1825
5,2824,1709
6,2655,1116
7,3312,1270
8,5799,1506
9,5985,1752
10,5868,1752
11,6305,2155
12,6434,2617
13,6331,2777
14,7026,640
15,7178,516
16,7114,934
17,7474,438
18,7750,586
19,1982,1969
20,1542,2274
21,2296,2013
22,1862,2704
23,1744,2772
24,2326,3048
25,2199,2694
26,4540,2414
27,4784,2722
28,4845,2404
29,4250,2974
30,4280,3154
31,3692,4053
32,3921,3602
33,3924,3854
34,3257,3226
35,3347,3266
36,2446,4699
37,2570,4290
38,2416,4031
39,2887,3921
40,6483,5751
41,6240,5430
42,5785,5385
43,6655,5319
44,6057,5855
45,5389,5635
46,8036,5609
47,7942,5240
48,7896,5818
49,7850,2491
50,7495,2523
51,7868,2371
52,620,5153
53,966,5457
54,838,4891
55,1136,4987
56,622,5739
57,1404,6099
58,5294,3846
59,5336,4058
60,4796,4186
61,4956,1944
62,4916,1756
63,4792,1332
64,4540,1534
65,3134,2140
66,2546,2098
67,2521,741
68,6798,3802
69,6719,3695
70,4479,4259
71,4316,4565
72,2905,4588
73,2737,5376
74,8220,5158
75,4053,1577
76,3864,2744
77,4917,2897
78,4821,3353
79,6122,3132
80,432,4768
