 ,X,Y
1,2331,572
2,2487,660
3,1536,1229
4,1466,1081
5,1614,1395
6,1776,1407
7,1640,3588
8,1376,1575
9,1074,1386
10,3072,3063
11,989,1609
12,842,605
13,879,1749
14,696,1397
15,2006,1292
16,1778,240
17,2000,1428
18,2202,1322
19,2569,1455
20,3882,1862
21,2251,1628
22,483,3173
23,2088,1657
24,249,2474
25,1949,1900
26,1326.667,312
27,2040,2053
28,1932,2223
29,2640,2768
30,1652,2299
31,1346,2219
32,1428,2291
33,1401,1905
34,299,1947
35,1566,1844
36,915,2088
37,1032,2268
38,859,2239
39,1455,2935
40,1682,2821
41,2152,3005
42,1999,2735
43,2550,2258
44,2425,2118
45,2893,2292
46,2268,3439
47,2096.333,3602.667
48,2639,4157
49,2915,3968
50,3344,3304
51,3471,3301
52,3606,4144
53,3812,4111
54,4528,3004
55,1663,4662
56,1025,3916
57,3489,4738
58,3400,8891
59,3425,5829.667
60,4235,5083
61,2890,5564.333
62,2670,6584.333
63,3018,5270
64,3223,5759
65,3096,5760
66,3670,5339
67,3809,5602
68,2048,5643
69,3360,6220
70,3510,6294
71,3115,7330
72,2905,7502
73,3115,7852
74,3765,7954
75,3783,8089.667
76,3050,6141.667
77,1811.333,5959
78,2370,6559
79,2165,7370
80,4895,9767
81,5040,9064
82,3912,8743
83,3737,9115
84,4194,6938
85,4706,6792
86,5015,6127
87,4331,7830
88,4287,7451
89,4447,3997
90,4746,4433
91,4964,4616
92,4841,7614
93,3904,4534
94,5014,5645
95,5160,5888
96,5003,8313
97,3564,1388
98,4064,2444
