 ,X,Y
1,2111,752
2,2285,811
3,1444,910
4,1382,838
5,1493,1136
6,1631,1130
7,1148,3178
8,1213,1244
9,1002,945
10,2570,2978
11,873,1202
12,924,528
13,784,1349
14,680,1016
15,1860,1091
16,1648,378.667
17,1850,1235
18,2043,1175
19,2347,1378
20,3098,1702
21,2065,1453
22,312,2649
23,1901,1450
24,177,2103
25,1700,1648
26,1366,346
27,1816,1725
28,1700,1912
29,2232,2621
30,1438,2018
31,1113,1834
32,1192,1947
33,1204,1568
34,336,1395
35,1406,1536
36,750,1639
37,819,1852
38,644,1808
39,1109,2556
40,1354,2464
41,1730,2730
42,1627,2460
43,2242,2114
44,2079,1948
45,2548,2191
46,1765,3166
47,1588,3270
48,2002,3909
49,2315,3769
50,2754,3228
51,2902,3259
52,2966,4096
53,3137,4112
54,3843,3167
55,1051,4107
56,660,3309
57,2717,4657
58,1836,8461
59,2446,5648
60,3373,5069
61,1983.333,5301.667
62,1603,6186.667
63,2145,5047
64,2293,5514
65,2167,5515
66,2759,5237
67,2887,5512
68,1261,5221
69,2359,6033
70,2494,6090
71,1887,6979
72,1631,7099
73,1787,7467
74,2375,7672
75,2360,7820
76,2051.333,5850.333
77,1050.333,5458.667
78,1305.333,6132
79,1039,6821
80,3146,9572
81,3269,8934
82,2349,8421
83,2109,8760
84,2953,6787
85,3440,6744
86,3899,6139
87,2797,7477
88,2796,7258
89,3708,4102
90,3904,4685
91,4091,4943
92,3326.333,7317
93,3192,4535
94,3972,5795
95,4055,6015
96,3376,8176
97,2931,1342
98,3419,2624
