 ,X,Y
1,2467,540
2,2686,593
3,1670,1240
4,1548,1096
5,1725,1381
6,1912,1395
7,1371,1690
8,1423,1632
9,1112,1433
10,3536,3284
11,1041,1649
12,796,592
13,916,1795
14,662,1474
15,2179,1255
16,1784,148
17,2159,1422
18,2395,1271
19,2823,1430
20,4332,1844
21,2457,1645
22,536,3576
23,2309,1671
24,200,2728
25,2169,1971
26,1328,256
27,2254,2128
28,2063,2355
29,3008,2962
30,1784,2453
31,1456,2370
32,1539,2440
33,1502,2001
34,224,2140
35,1674,1928
36,945,2273
37,1064,2441
38,902,2418
39,1625,3165
40,1851,3043
41,2444,3241
42,2245,2929
43,2866,2362
44,2712,2220
45,3265,2353
46,2575,3742
47,2398,3948
48,3049,4595
49,3373,4386
50,3863,3593
51,4017,3621
52,4169,4629
53,4429,4581
54,5261,3263
55,1856,5205
56,1138,4401
57,4088,5304
58,3660,10274
59,3992,6624
60,4873,5768
61,3358,6260
62,3340,7268
63,3512,5931
64,3771,6517
65,3590,6524
66,4288,6044
67,4462,6380
68,2266,6317
69,3877,7032
70,3996,7144
71,3506,8418
72,3272,8578
73,3426,9028
74,4306,9190
75,4260,9342
76,3548,6964
77,2014,6666
78,2664,7418
79,2300,8356
80,5545,11534
81,5763,10634
82,4325,10142
83,4057,10570
84,4897,7992
85,5547,7778
86,5926,7108
87,4926,9046
88,4944,8606
89,5281,4513
90,5587,4946
91,5855,5148
92,5640,8816
93,4514,5074
94,5932,6589
95,6090,6863
96,5762,9704
97,3932,1360
98,4644,2564
