 ,X,Y
1,1344,5520
2,3072,6534
3,1154,6809
4,4344,6303
5,4276,7316
6,6720,6263
7,6978,4886
8,7108,7842
9,10264,6984
10,11776,5412
11,11038,6204
12,10480,4221
13,13546,5010
14,12532,3525
15,13585,6879
16,15766,3660
17,15154,4509
18,15456,5646
19,17214,6483
20,18169,7180
21,19141,9264
22,18993,7504
23,16613,8900
24,15421,10118
25,13773,10402
26,13793,8626
27,11289,9670
28,16485,4426
29,17705,4090
30,17457,5546
31,18709,5346
32,19793,4370
33,19849,3754
34,20405,5742
35,19256,6831
36,22121,9378
37,23010,7755
38,24631,9362
39,20235,8986
40,20781,2812
41,23271,4216
42,22569,5224
43,25785,5626
44,25899,4684
45,26751,6322
46,27909,7228
47,27957,8224
48,29841,8506
49,27813,9004
50,28863,7738
51,29771,6496
52,29663,5308
53,30731,7564
54,31139,7216
55,28175,3988
56,28211,5284
57,34639,7119
58,32855,7435
59,31201,4171
60,30281,2679
61,29249,2863
62,31065,6215
63,31349,4839
64,32953,5187
65,33101,4399
66,33921,5411
67,34829,5142
68,36197,5339
69,36105,3743
70,35353,4291
71,34849,2899
72,33457,3003
73,31969,2071
74,34009,1771
75,35513,1391
76,20945,8447
