 ,X,Y
1,1596,1227
2,3128,2427
3,1252,2659
4,4416,2391
5,4292,3347
6,6249,4179
7,6801,2844
8,6492,5832
9,9609,5556
10,11505,4176
11,10401,4869
12,10410,2655
13,13290,4107
14,12627,2514
15,12999,5931
16,15780,3348
17,14916,3945
18,15033,5169
19,16614,6204
20,17487,7251
21,18087,9270
22,18360,7878
23,15480,8304
24,14055,9375
25,12780,9453
26,12939,7968
27,10413,8247
28,16251,4161
29,17550,4119
30,16989,5412
31,18267,5418
32,19557,4671
33,19734,4221
34,19989,6126
35,18690,7005
36,21216,9846
37,22194,8520
38,23388,10116
39,19152,9105
40,20817,3378
41,23049,5187
42,22131,5688
43,25154,7229
44,25458,6264
45,26051,7731
46,27126,8955
47,27063,9696
48,28842,10392
49,26733,10524
50,28017,9498
51,29154,8568
52,29085,7428
53,29772,9729
54,30480,9339
55,28052,5976
56,27762,7071
57,34058,9910
58,32012,9934
59,30674,6424
60,30080,4876
61,29078,4822
62,30350,8506
63,30914,7204
64,32450,7816
65,32726,7066
66,33392,8116
67,34265,7983
68,35666,8404
69,35819,6807
70,34934,7228
71,34676,5758
72,33230,5464
73,31808,4534
74,33836,4360
75,35504,4132
76,20624,9112
