 ,X,Y
1,1508,2232
2,2988,3216
3,1340,3704
4,4354,3002
5,4376,3916
6,6196,4576
7,6702,3144
8,6835,6263
9,9553,5570
10,11425,4060
11,10369,4910
12,10156,2650
13,13003,3775
14,12352,2347
15,12994,5677
16,15556,2883
17,14654,3513
18,14866,4639
19,16558,5579
20,17556,6597
21,18288,8489
22,18448,7173
23,15410,7501
24,14576,8675
25,13308,9181
26,13236,7857
27,10852,8201
28,16000,3597
29,17264,3393
30,16836,4756
31,18084,4612
32,19280,3712
33,19576,3256
34,19799,5143
35,18040,6104
36,21512,8704
37,22288,7292
38,23520,8696
39,19300,8216
40,20351,2193
41,22889,3723
42,22253,4389
43,24944,5745
44,25255,4495
45,25995,6215
46,27152,7208
47,27212,7876
48,28880,8324
49,26936,8788
50,28088,7592
51,29164,6600
52,28944,5720
53,29712,7656
54,30684,7216
55,27944,4176
56,27548,5204
57,34180,7220
58,32076,7608
59,30184,4208
60,29656,2852
61,28340,3004
62,30284,6460
63,30760,5052
64,32024,5516
65,32464,4748
66,33204,5636
67,33978.664,5456
68,35404,5676
69,35584,3936
70,34644,4636
71,34256,3236
72,32848,3368
73,31284,2292
74,33140,1924
75,34928,1476
76,20784,8068
