 ,X,Y
1,1964,780
2,3412,1996
3,1624,2244
4,4740,2020
5,4612,2983
6,6418,3958
7,7054,2584
8,6805,5719
9,9604,5317
10,11625,4073
11,10500,4781
12,10563,2492
13,13353,4058
14,12762,2456
15,13011,5894
16,15873,3377
17,14961,3944
18,15028,5178
19,16563,6259
20,17419,7345
21,17947,9369
22,18207,7981
23,15339,8209
24,14031,9445
25,12911,9509
26,12935,8089
27,10583,8217
28,16275,4197
29,17539,4157
30,16955,5473
31,18207,5489
32,19511,4717
33,19927,4317
34,19927,6185
35,18627,7053
36,21087,9933
37,22039,8637
38,23111,10218
39,18979,9178
40,20799,3362
41,23043,5210
42,22031,5546
43,24954,7385
44,25301,6526
45,25847,7918
46,26851,9234
47,26807,9930
48,28491,10702
49,26399,10758
50,27731,9802
51,28907,8926
52,28851,7978
53,29371,10098
54,30191,9706
55,27919,6226
56,27535,7294
57,33623,10390
58,31575,10322
59,30319,6734
60,29955,5242
61,28951,5094
62,30027,8942
63,30679,7630
64,32127,8278
65,32411,7570
66,33023,8606
67,33803,8512
68,35203,8982
69,35561,7486
70,34607,7802
71,34423,6318
72,33017,5848
73,31615,4918
74,33595,4870
75,35309,4600
76,20431,9202
