 ,X,Y
1,1772,3739
2,3548,4271
3,2138,5103
4,4748,3798
5,4920,4740
6,6796,4807
7,7015,3682
8,7024,6139
9,9703,5341
10,11011,3945
11,10306,4729
12,10017,2913
13,12455,3825
14,11842,2613
15,12466,5172
16,14450,2719
17,13741,3384
18,13995,4244
19,15840,5083
20,16431,5611
21,17029,7167
22,16936,5886
23,14973,6799
24,13744,7691
25,12788,7795
26,12732,6731
27,10648,7571
28,15072,3355
29,16030,3083
30,15696,4199
31,16782,4039
32,17770,3363
33,18324,2941
34,18370,4423
35,17246,5191
36,19782,7161
37,20256,5947
38,21696,7067
39,18060,6833
40,18570,2214
41,20682,3324
42,20118,3786
43,22695,4512
44,22953,3765
45,23526,5286
46,24522,5625
47,24495,6351
48,26061,6675
49,24318,6990
50,25134,6054
51,26142,5067
52,26001,4260
53,26934,6111
54,27204,5748
55,25044,3297
56,24909,4140
57,30227,5883
58,28505,6135
59,27248,3507
60,26666,2256
61,25670,2376
62,27080,5019
63,27191,3879
64,28727,4284
65,28913,3768
66,29693,4500
67,30425,4290
68,31646,4452
69,31565,3027
70,30824,3669
71,30326,2490
72,29222,2415
73,28046,1665
74,29372,1527
75,30956,1086
76,19164,6566
