 ,X,Y
1,1380,1509
2,3100,2489
3,1184,2857
4,4344,2349
5,4288,3373
6,6330,4047
7,6771,2751
8,6645,5655
9,9789,5160
10,11490,3720
11,10698,4434
12,10296,2319
13,13308,3510
14,12426,1890
15,13134,5382
16,15702,2469
17,14952,3204
18,15132,4365
19,16788,5406
20,17655,6303
21,18366,8511
22,18432,6747
23,15933,7749
24,14508,8832
25,13023,8925
26,13170,7167
27,10647,7905
28,16308,3282
29,17601,3123
30,17139,4548
31,18414,4503
32,19656,3711
33,19857,3168
34,20121,5151
35,18795,6075
36,21378,8982
37,22398,7580
38,23730,9273
39,19434,8346
40,20981,2385
41,23171,4071
42,22298,4875
43,25430,5945
44,25724,4895
45,26246,6671
46,27350,7781
47,27272,8669
48,29138,9197
49,27014,9437
50,28250,8405
51,29324,7319
52,29324,6167
53,30050,8429
54,30572,8159
55,28076,4697
56,27932,5879
57,34034,8465
58,32204,8519
59,30956,5213
60,30206,3635
61,29204,3659
62,30626,7223
63,31064,5897
64,32618,6455
65,32882,5699
66,33566,6749
67,34469,6600
68,35864,6893
69,35858,5231
70,35114,5765
71,34766,4349
72,33356,4259
73,31964,3209
74,34034,3101
75,35606,2855
76,20204,7931
