 ,X,Y
1,1508,390
2,2123,1908
3,2126,2571
4,1781,2415
5,2816,284
6,2642,1168
7,2338,1602
8,1024,1534
9,1326,1552
10,826,956
11,3138,2154
12,3116,2700
13,3508,2700
14,3344,1448
15,3476,1862
16,4375,2165
17,3918,2338
18,5004,2034
19,4063,766
20,4049,1557
21,5624,2807
22,5663,3389
23,5795,3965
24,3140,3251
25,3728,3599
26,4548,2790
27,4595,5207
28,4449,4820
29,4977,3894
30,4261,4626
31,5695,5289
32,4970,4515
33,5341,5155
34,1714,3267
35,1366,3791
36,2314,4142
37,1014,3928
38,2050,4585
39,1670,4268
40,1834,4860
41,3152,4127
42,1661,5654
43,1243,5581
44,1015,4926
45,1503,5145
46,2781,5593
47,2451,5070
48,2749,4751
49,3371,4818
50,3314,5325
51,3765,5329
52,4870,6478
53,5064,6031
54,4508,5815
55,2944,6823
56,2953,7178
57,3605,6327
58,3235,6466
59,2196,6904
60,4247,7528
61,3451,7168
62,711,6006
63,661,6550
64,1193,6698
65,1119,7223
66,1119,7778
67,1746,8258
68,677,7872
69,469,8010
70,2433,7588
71,2537,8074
72,2392,8651
73,3569,8647
74,1796,9736
75,1546,9329
76,1110,9603
77,675,8762
78,1248,8897
79,1611,8943
80,980,10175
81,1568,10184
82,1287,10311
83,1799,10572
84,1855,10832
85,1775,11192
86,1233,10931
87,5813,5937
88,5204,6648
89,2456,11494
90,2150,11218
91,2387,10495
92,837,10492
93,522,9661
94,2667,3738
95,3546,3945
96,1983,3624
97,3834,4605
98,5012,5886
99,2489,7098
100,882,7068
101,2475,5757
102,1956,5835
103,2652,6294
104,2870,8196
105,2028,9460
106,1461,9035
107,1841,9261.667
