 ,X,Y
1,3737,567
2,3299,927
3,3071,1437
4,3620,2166
5,2120,716
6,2512,996
7,2873,440
8,2705,540
9,3128,491
10,1963,1534
11,1901,1854
12,2249,1895
13,2809,1937
14,1273,1568
15,965,2170
16,1731,1956
17,1697,2166
18,2352,2812
19,1696,2493
20,1743,2999
21,1886,3230
22,2022,3462
23,1568,3530
24,1132,3310
25,1226,3131
26,1036,2959
27,2612,3355
28,2480,3633
29,2479,3739
30,3184,3746
31,3024,3454
32,3243,3550
33,3897,3637
34,3816,3446
35,4412,2906
36,4332,2571
37,2828,2961
38,3463,2976
39,1341,4207
40,1138,4316
41,933,4460
42,1844,4114
43,1926,4363
44,2292,4144
45,2342,4598
46,2918,4206
47,3096,4270
48,3642,4135
49,3769,4006
50,3693,4370
51,872,5443
52,985,5224
53,1043,4908
54,1493,5265
55,5017,5570
56,4071,5651
57,4468,4752
58,3161,5100
59,1441,6165
60,1915,6717
61,2635,5807
62,2198,5642
63,5058,7124
64,4448,6788
65,4081,7393
66,4192,7051
67,3587,6698
68,2401,7793
69,3137,8503
70,3483,7367
71,3997,8096
72,4470,8026
73,4382,8581
74,4794,8589
75,4467,9116
76,4711,9611
77,4790,10317
78,5048,10959
79,4231,10104
80,5261,10325
81,5157,9787
82,4874,4598
83,4628,3263
84,186,5459
85,285,4199
86,4776,4094
87,4463,4579
88,4010,5263
89,3719,6832
