 ,X,Y
1,3999,675
2,3516,1023
3,3201,1548
4,3669,2325
5,2492,798
6,2762,1083
7,3171,543
8,3014,663
9,3429,618
10,2133,1572
11,2050,1876
12,2385,1933
13,2970,2068
14,1554,1663
15,1181,2163
16,1882,1946
17,1809,2185
18,2386,2836
19,1767,2453
20,1739,2978
21,1894,3192
22,1995,3450
23,1554,3452
24,1175,3197
25,1307,3085
26,1117,2850
27,2574,3407
28,2422,3660
29,2433,3769
30,3125,3851
31,2973,3603
32,3152,3673
33,3818,3832
34,3731,3617
35,4386,3162
36,4329,2849
37,2832,3045
38,3500,3109
39,1288,4084
40,1092,4172
41,898,4260
42,1761,4048
43,1817,4320
44,2197,4151
45,2201,4569
46,2814,4291
47,2961,4358
48,3497,4291
49,3617,4178
50,3515,4498
51,731,5234
52,827,5043
53,912,4745
54,1313,5152
55,4645,5850
56,3773,5838
57,4257,4990
58,2953,5176
59,1255,6006
60,1711,6574
61,2379,5816
62,1983,5593
63,4606,7382
64,4055,6994
65,3675,7532
66,3781,7221
67,3220,6784
68,2104,7683
69,2643,8451
70,3069,7441
71,3506,8200
72,3979,8240
73,3831,8767
74,4179,8841
75,3855,9284
76,4085,9785
77,4150,10472
78,4269,11219
79,3551,10184
80,4476,10443
81,4465,9961
82,4643,4860
83,4567,3584
84,100,5160
85,328,3988
86,4619,4260
87,4278,4842
88,3762,5418
89,3345,6921
