 ,X,Y
1,3894,741
2,3417,1116
3,3195,1620
4,3702,2316
5,2220,903
6,2608,1198
7,2930,541
8,2766,704
9,3202,657
10,2078,1766
11,2031,2074
12,2372,2099
13,2924,2128
14,1439,1855
15,1175,2402
16,1868,2169
17,1828,2379
18,2474,2998
19,1847,2683
20,1907,3181
21,2037,3409
22,2181,3642
23,1745,3707
24,1332,3492
25,1412,3331
26,1250,3143
27,2736,3529
28,2618,3816
29,2634,3913
30,3299,3917
31,3145,3637
32,3351,3716
33,3995,3781
34,3908,3588
35,4506,3043
36,4446,2711
37,2940,3137
38,3650,3112
39,1549,4376
40,1364,4489
41,1188,4599
42,2023,4278
43,2101,4528
44,2445,4312
45,2510,4741
46,3061,4364
47,3216,4415
48,3740,4276
49,3852,4135
50,3786,4492
51,1095,5638
52,1209,5414
53,1260,5088
54,1696,5434
55,5112,5618
56,4182,5742
57,4564,4842
58,3300,5218
59,1638,6340
60,2056,6870
61,2796,5926
62,2372,5782
63,5215,7112
64,4575,6824
65,4237,7434
66,4330,7099
67,3719,6778
68,2427,7823
69,3225,8599
70,3623,7451
71,4155,8139
72,4632,8055
73,4557,8609
74,4982,8602
75,4642,9131
76,4926,9617
77,5022,10307
78,5141,11125
79,4148,10073
80,5469,10363
81,5437,9681
82,4979,4659
83,4745,3390
84,462,5658
85,546,4380
86,4866,4197
87,4553,4680
88,4103,5361
89,3857,6900
