 ,X,Y
1,4314,807
2,3822,1062
3,3513,1560
4,3912,2367
5,2757,744
6,3077,1072
7,3502,546
8,3317,656
9,3758,570
10,2452,1517
11,2337,1821
12,2651,1887
13,3179,2021
14,1787,1517
15,1436,2013
16,2157,1896
17,2101,2080
18,2618,2813
19,2051,2384
20,2026,2885
21,2122,3146
22,2213,3378
23,1796,3383
24,1408,3096
25,1530,2933
26,1388,2746
27,2786,3373
28,2621,3630
29,2623,3741
30,3258,3853
31,3158,3558
32,3345,3670
33,3952,3860
34,3907,3656
35,4562,3216
36,4542,2876
37,3043,3026
38,3740,3123
39,1493,4011
40,1286,4084
41,1064,4196
42,1972,3991
43,2009,4253
44,2335,4221
45,2369,4560
46,2953,4277
47,3103,4346
48,3632,4309
49,3773,4203
50,3648,4540
51,858,5180
52,998,4972
53,1103,4671
54,1483,5102
55,4750,5951
56,3834,5883
57,4344,5043
58,3063,5183
59,1297,5971
60,1663,6593
61,2472,5795
62,2081,5569
63,4572,7469
64,4034,7058
65,3577,7582
66,3733,7272
67,3224,6819
68,1973,7694
69,2530,8543
70,3021,7471
71,3406,8263
72,3878,8246
73,3706,8791
74,4117,8865
75,3722,9330
76,3948,9832
77,3978,10531
78,4046,11243
79,3272,10190
80,4378,10666
81,4364,10000
82,4767,4983
83,4743,3609
84,216,5148
85,474,3918
86,4761,4458
87,4368,4874
88,3842,5452
89,3336,6978
