 ,X,Y
1,5514,2628
2,4520,2682
3,5272,2134
4,5060,3072
5,5012,3614
6,3363,4350
7,4405,3996
8,4243,3664
9,4395,4516
10,5687,4454
11,5953,3716
12,6849,3336
13,6665,2368
14,7357,4216
15,4624,5377
16,3388,5848
17,4516,7063
18,5473,6439
19,5350,5584
20,6805,5110
21,7612,6367
22,6931,7435
23,9386,6680
24,8928,5760
25,9202,3880
26,8506,3562
27,9456,2718
28,12036,4054
29,10484,4706
30,12418,5438
31,10798,6190
32,11184,3742
33,11292,2362
34,10316,2450
35,15228,5546
36,13416,4862
37,14588,6866
38,12675,6795
39,13428,2100
40,12051,3093
41,13575,3492
42,14460,4227
43,14826,3279
44,15567,2490
45,15444,1803
46,15882,6090
47,16464,7230
48,17763,6228
49,16731,5856
50,15372,3963
51,16617,2865
52,17421,3300
53,16197,4779
54,17589,5019
55,18579,2307
56,18700,3574
57,18551,5669
58,19160,4492
59,19556,2996
60,20254,4680
61,19878,3547
62,21320,4493
63,22084,4097
64,20844,3493
65,21220,7339
66,19924,7331
67,23151,4730
68,23388,3617
69,25035,4133
70,25104,5288
71,28026,4949
72,28359,7991
73,31770,7856
74,29820,2396
75,31866,2147
76,33363,4307
77,34476,2858
