 ,X,Y
1,3690,1876
2,4272,1468
3,4264,752
4,3544,404
5,3138,776
6,3620,1575
7,3718,1138
8,2382,1411
9,3348,1542
10,3562,2312
11,3210,2320
12,3039,2584
13,2933,2459
14,2666,2302
15,2163,1909
16,1467,3204
17,2317,3351
18,2651,2943
19,3107,2849
20,4493,3225
21,3381,3555
22,4367,2421
23,2790,4012
24,2998,3815
25,2732,4439
26,2412,4391
27,2656,3651
28,4063,4280
29,3428,4580
30,3907,5242
31,3617,5299
32,3940,4854
33,3380,5914
34,2479,5262
35,2078,5041
36,2226,5847
37,1981,5531
38,1447,5127
39,1042,5329
40,1107,5635
41,1442,6020
42,1033,6264
43,703,6862
44,1688,6728
45,2229,6822
46,2228,7206
47,2003,7265
48,1483,7210
49,1848,7899
50,2127,7506
51,1644,9086
52,2397,9666
53,1770,9693
54,1236,8428
55,2851,8969
56,2399,8545
57,2481,8165
58,2657,8316
59,2728,7936
60,3607,9557
61,4040,9321
62,4349,9533
63,3771,9080
64,3530,10299
65,4663,10316
66,5198,9571
67,4064,8812
68,4063,8540
69,3731,8436
70,3070,7452
71,3544,7489
72,3383,7326
73,4273,6793
74,3798,7063
75,3545,6841
76,5511,7396
77,4763,7510
78,4662,7710
79,4285,7666
80,5173,5953
