 ,X,Y
1,4266,2008
2,4894,1696
3,4940,976
4,4252,500
5,3826,792
6,4271,1716
7,4404,1308
8,3076,1436
9,4001,1648
10,4059,2425
11,3716,2382
12,3502,2613
13,3410,2487
14,3180,2298
15,2710,1876
16,1889,3049
17,2665,3303
18,3046,2920
19,3541,2885
20,4876,3410
21,3694,3623
22,4875,2661
23,3061,3996
24,3266,3846
25,2970,4408
26,2639,4335
27,2979,3626
28,4272,4429
29,3610,4652
30,4001,5366
31,3716,5399
32,4088,4991
33,3411,5980
34,2602,5216
35,2237,4951
36,2288,5774
37,2098,5423
38,1614,4971
39,1179,5111
40,1219,5417
41,1480,5837
42,1061,6037
43,668,6603
44,1631,6590
45,2157,6741
46,2101,7125
47,1869,7157
48,1369,7048
49,1646,7769
50,1948,7419
51,1260,8879
52,1942,9567
53,1317,9522
54,979,8212
55,2469,8969
56,2079,8501
57,2212,8117
58,2359,8302
59,2510,7919
60,3109,9650
61,3547,9475
62,3789,9717
63,3335,9204
64,2894,10398
65,3954,10502
66,4587,9873
67,3646,8980
68,3685,8709
69,3388,8561
70,2899,7491
71,3349,7585
72,3213,7405
73,4141,6988
74,3643,7188
75,3441,6938
76,5233,7751
77,4516,7770
78,4386,7958
79,4029,7863
80,5133,6261
