 ,X,Y
1,4034,1716
2,4556,1344
3,4546,714
4,4024,348
5,3634,694
6,3967,1382
7,4095,953
8,2924,1305
9,3702,1369
10,3852,2122
11,3523,2105
12,3350,2371
13,3271,2294
14,3018,2106
15,2633,1735
16,1891,2847
17,2523,3043
18,2951,2711
19,3325,2674
20,4640,3241
21,3572,3337
22,4597,2394
23,2976,3797
24,3132,3599
25,2833,4172
26,2577,4095
27,2880,3377
28,4164,4132
29,3528,4366
30,3906,5062
31,3656,5068
32,3956,4646
33,3371,5685
34,2552,4971
35,2189,4731
36,2234,5529
37,2000,5205
38,1538,4784
39,1102,4916
40,1274,5360
41,1442,5656
42,1042,5862
43,678,6446
44,1624,6364
45,2126,6494
46,2104,6880
47,1890,6908
48,1391,6802
49,1680,7523
50,1977,7154
51,1355,8778
52,2046,9350
53,1398,9375
54,1026,8026
55,2530,8639
56,2142,8207
57,2285,7845
58,2435,7975
59,2545,7607
60,3214,9385
61,3625,9160
62,3931,9365
63,3404,8845
64,3021,10109
65,4143,10164
66,4735,9497
67,3697,8602
68,3749,8346
69,3431,8191
70,2916,7200
71,3336,7272
72,3222,7086
73,4140,6612
74,3693,6864
75,3435,6627
76,5233,7305
77,4549,7398
78,4447,7578
79,4042,7470
80,5081,5823
