 ,X,Y
1,598,724
2,1228,1082
3,1682,504
4,2099,1436
5,1703,1969
6,2451,1551
7,3030,505
8,4614,1371
9,4479,927
10,5108,1248
11,4879,2238
12,4458,1854
13,5329,2650
14,4918,545
15,6966,1394
16,7476,2043
17,5587,2471
18,5457,2187
19,5482,3107
20,5778,3274
21,5978,3159
22,5592,3677
23,5269,3417
24,4974,3677
25,4107,3562
26,4461,3700
27,5043,4292
28,4098,2919
29,3690,2499
30,4648,2337
31,4683,2861
32,6921,183
33,5971,720
34,7512,1404
35,2092,3098
36,2532,3764
37,3178,3268
38,2869,2479
39,465,2930
40,1330,1818
41,1393,3493
42,1397,3219
43,1245,3291
44,6940,345
45,5732,5814
46,6284,5544
47,6136,5964
48,5722,6122
49,2660,5200
50,2727,5600
51,2931,5682
52,7486,4074
53,832,4667
54,866,5059
55,4682,5816
56,4000,5879
57,4152,6029
58,6530,3023
59,6722,3301
60,6593,3351
61,6320,2418
62,6264,2168
63,8183,3090
64,5900,6764
65,5855,4340
66,5915,4174
67,6145,4124
68,2910,802
69,1822,5023
70,1657,4896
71,2934,1332
72,2272,552
73,6704,1320
74,5358,1394
75,6192,1276
76,4354,4512
77,5368,6042
78,599,1177
