 ,X,Y
1,3677,666
2,5875,476
3,5344,744
4,5383,507
5,4921,1382
6,4709,1226
7,5506,1014
8,5675,1150
9,6182,1268
10,6594,1200
11,9081,2248
12,8867,2160
13,8601,2250
14,8531,1836
15,8078,2622
16,7958,2430
17,7925,2148
18,7915,3181
19,9091,3732
20,8863,3600
21,8240,3237
22,10347,2043
23,10877,2065
24,11034,2166
25,11001,2043
26,10664,2495
27,11141,2469
28,11900,3565
29,11696,3032
30,11049,2924
31,12162,3204
32,6895,1904
33,8557,5148
34,8295,4460
35,8579,4386
36,7817,4802
37,7177,5114
38,7199,5626
39,6669,6126
40,7062,6447
41,2040,2918
42,2417,3178
43,2774,2280
44,8754,7026
45,9187,7027
46,9459,7513
47,10035,7803
48,10217,8059
49,10307,7913
50,9707,7203
51,8865,7501
52,2279,5901
53,2543,6061
54,2279,6411
55,5507,7484
56,5671,7130
57,6950,7458
58,12012,5273
59,12171,3711
60,12722,4613
61,12461,5066
62,10723,5892
63,10931,5781
64,10646,4617
65,10714,4823
66,11652,4333
67,11704,4621
68,10178,4299
69,10011,4413
70,9790,4260
71,10044,3888
72,9562,5042
73,2021,5161
74,1999,4851
75,1959,4425
76,6260,5460
77,6014,5622
78,4478,5743
79,4716,6291
80,4844,5903
81,6849,3629
82,6573,3929
83,7085,4193
84,5966,2936
85,6074,3132
86,6378,2672
87,6554,2868
88,4151,3271
89,3947,3417
90,4151,3893
91,3372,4071
92,3564,4281
93,3504,4623
94,3996,1794
95,4032,2079
96,3894,2022
