 ,X,Y
1,3321,908
2,5426,420
3,5029,632
4,5074,431
5,4680,1384
6,4491,1225
7,5201,954
8,5306,1054
9,5752,1131
10,5953,996
11,8895,1704
12,8635,1568
13,8412,1783
14,8336,1309
15,7847,2127
16,7727,2051
17,7640,1778
18,7433,2647
19,9071,3131
20,8667,2993
21,7974,2690
22,10173,1409
23,10671,1317
24,10821,1436
25,10799,1344
26,10388,1716
27,10985,1690
28,11582,2568
29,11447,2207
30,10807,2195
31,11954,2399
32,6627,1730
33,8676,4551
34,8256,3917
35,8590,3867
36,7904,4343
37,7508,4773
38,7456,5325
39,6870,5787
40,7148,6017
41,2070,3093
42,2516,3665
43,2712,2469
44,9056,6514
45,9431,6360
46,9653,6846
47,9991,7036
48,10347,7292
49,10375,7124
50,9863,6558
51,9181,6958
52,2572,6031
53,2913,6201
54,2774,6592
55,5954,7220
56,6186,6866
57,7360,7126
58,12223,4551
59,11949,2751
60,12716,3654
61,12583,4245
62,10916,5149
63,11144,4954
64,10608,3800
65,10691,4120
66,11605,3541
67,11706,3805
68,9900,3612
69,9774,3634
70,9680,3526
71,9774,3414
72,9435,4209
73,2092,5571
74,2150,5237
75,2150,4705
76,6315,5223
77,6135,5361
78,4651,5550
79,4995,5958
80,5025,5644
81,6869,3414
82,6683,3668
83,7099,3906
84,5704,2834
85,5752,3035
86,6379,2546
87,6520,2711
88,4176,3514
89,4003,3669
90,4215,3898
91,3453,4264
92,3738,4518
93,3698,4754
94,3770,1892
95,3810,2060
96,3704,2056
