 ,X,Y
1,5506,2645
2,4518,2689
3,5166,2097
4,5070,3125
5,5010,3613
6,3362,4345
7,4426,4005
8,4230,3685
9,4394,4525
10,5654,4449
11,5958,3721
12,6854,3337
13,6662,2365
14,7406,4217
15,4630,5369
16,3346,5861
17,4510,7057
18,5514,6457
19,5326,5637
20,6790,5089
21,7606,6369
22,6942,7469
23,9378,6677
24,8922,5761
25,9146,3905
26,8506,3561
27,9462,2713
28,12006,4053
29,10474,4709
30,12410,5429
31,10786,6201
32,11174,3729
33,11286,2361
34,10310,2445
35,15222,5537
36,13410,4865
37,14590,6865
38,12678,6801
39,13426,2113
40,12054,3025
41,13578,3493
42,14434,4261
43,14826,3269
44,15554,2477
45,15434,1793
46,15882,6081
47,16462,7221
48,17766,6225
49,16718,5865
50,15430,4081
51,16618,2857
52,17406,3293
53,16178,4777
54,17518,5001
55,18562,2301
56,18694,3569
57,18562,5661
58,19150,4485
59,19558,2989
60,20246,4697
61,19878,3545
62,21378,4521
63,22066,4097
64,20838,3485
65,21218,7345
66,19926,7325
67,23130,4713
68,23394,3601
69,25042,4137
70,25098,5285
71,28018,4949
72,28358,8001
73,31774,7837
74,29798,2365
75,31882,2213
76,33362,4305
77,34482,2845
78,34482,2845
